id,code,head_station_sign_off_duration,head_station_sign_on_duration,name,number_of_beds,out_station_sign_off_duration,out_station_sign_on_duration
6144,"SRJM",30,30,"SIRJAM",1,30,30
6145,"TAO",30,30,"TAMNA",1,30,30
6146,"TKB",30,30,"TUPKADIH",1,30,30
6147,"TLE",30,30,"TALGARIA",1,30,30
6148,"TLEW",30,30,"TALGORIA WEST BLOCK",1,30,30
6149,"TSAH",30,30,"TATA SIJUA HALT",1,30,30
6150,"URMA",30,30,"URMA",1,30,30
6151,"VAA",30,30,"BHAGA JN",1,30,30
6152,"VSU",30,30,"BISHNUPUR",1,30,30
6153,"ACAB",30,30,"A-CABIN BNDM",1,30,30
6154,"ADTP",30,30,"ADITYAPUR",1,30,30
6155,"ASB",30,30,"ASANBONI",1,30,30
6156,"BBN",30,30,"BARBIL",1,30,30
6157,"BDO",30,30,"BAHALDA ROAD",1,30,30
6158,"BEH",30,30,"BAGDIHI",1,30,30
6159,"BGKA",30,30,"BANGURKELA",1,30,30
6160,"BIRP",30,30,"BIRARAJPUR",1,30,30
6161,"BJMD",30,30,"BARA JAMDA",1,30,30
6162,"BMB",30,30,"BAMRA",1,30,30
6163,"BMPR",30,30,"BADAMPAHAR",1,30,30
6164,"BNDM",30,30,"BONDAMUNDA",1,30,30
6165,"BRBS",30,30,"BIRBANS PH",1,30,30
6166,"BRM",30,30,"BARABAMBO",1,30,30
6167,"BRMP",30,30,"BIRMITRAPUR",1,30,30
6168,"BSPX",30,30,"BANSPANI",1,30,30
6169,"BUF",30,30,"BIMLAGARH JN.",1,30,30
6170,"BUL",30,30,"BHALULATA",1,30,30
6171,"BXF",30,30,"BARSUAN",1,30,30
6172,"BZR",30,30,"BISRA",1,30,30
6173,"CBSA",30,30,"CHAIBASA",1,30,30
6174,"CHHU",30,30,"Chhanua",1,30,30
6175,"CJQ",30,30,"CHAMPAJHARAM",1,30,30
6176,"CKP",30,30,"CHAKRADHARPUR",1,30,30
6177,"CPE",30,30,"CHANDIPOSI",1,30,30
6178,"DIH",30,30,"DHARUADIHI",1,30,30
6179,"DJHR",30,30,"DEOJHAR",1,30,30
6180,"DMF",30,30,"DUMERTA",1,30,30
6181,"DPS",30,30,"DANGOAPOSI",1,30,30
6182,"DRWN",30,30,"DEROWAN",1,30,30
6183,"DTV",30,30,"DHUTRA",1,30,30
6184,"GMH",30,30,"GAMHARIA",1,30,30
6185,"GOL",30,30,"GOILKERA",1,30,30
6186,"GP",30,30,"RAJ GANGPUR",1,30,30
6187,"GPH",30,30,"GARPOS",1,30,30
6188,"GUA",30,30,"GUA",1,30,30
6189,"GUMI",30,30,"GORUMAHISANI",1,30,30
6190,"GVDP",30,30,"GOVINDPUR PH",1,30,30
6191,"HLD",30,30,"HALUDPUKUR",1,30,30
6192,"JNK",30,30,"JHINKPANI",1,30,30
6193,"JRA",30,30,"JARAIKELA",1,30,30
6194,"JRLI",30,30,"JAROLI",1,30,30
6195,"JSG",30,30,"JHARSUGUDA JN",1,30,30
6196,"KCAB",30,30,"K-CABIN BNDM",1,30,30
6197,"KIJ",30,30,"KULDIHA",1,30,30
6198,"KLG",30,30,"KALUNGA",1,30,30
6199,"KND",30,30,"KANDRA",1,30,30
6200,"KNPS",30,30,"KENDPOSI",1,30,30
6201,"KRMD",30,30,"KUARMUNDA",1,30,30
6202,"KXN",30,30,"KANSHBAHAL",1,30,30
6203,"KZU",30,30,"KUNKI",1,30,30
6204,"LNKB",30,30,"LINK B-CABIN",1,30,30
6205,"LNKC",30,30,"LINK C-CABIN",1,30,30
6206,"LPH",30,30,"LOTAPAHAR",1,30,30
6207,"LTK",30,30,"LATHIKATA",1,30,30
6208,"MIK",30,30,"MANIKUL",1,30,30
6209,"MLKA",30,30,"MALUKA",1,30,30
6210,"MMV",30,30,"MAHALI MARUP",1,30,30
6211,"MMVR",30,30,"MURGA MAHADEV ROAD",1,30,30
6212,"MOU",30,30,"MANOHARPUR",1,30,30
6213,"MXW",30,30,"MAHADEVSAL",1,30,30
6214,"NOMD",30,30,"NOAMUNDI",1,30,30
6215,"NXN",30,30,"NUAGAON",1,30,30
6216,"OND",30,30,"AUNLAJORI JN",1,30,30
6217,"PCAB",30,30,"P-CABIN BNDM",1,30,30
6218,"PDPH",30,30,"PADAPAHAR JN.",1,30,30
6219,"PNPL",30,30,"PANPALI",1,30,30
6220,"PPO",30,30,"PANPOSH",1,30,30
6221,"PRSL",30,30,"PANDRASALI",1,30,30
6222,"PSJ",30,30,"PATASAHI",1,30,30
6223,"PST",30,30,"POSOTIA",1,30,30
6224,"QCAB",30,30,"Q-CABIN BNDM",1,30,30
6225,"RKSN",30,30,"RAJKHARSAWAN JN",1,30,30
6226,"ROU",30,30,"RAURKELA",1,30,30
6227,"RRP",30,30,"RAIRANGPUR",1,30,30
6228,"SINI",30,30,"SINI JN",1,30,30
6229,"SIPA",30,30,"SINGHOOKHARIA",1,30,30
6230,"SLJR",30,30,"SALGA JHARI",1,30,30
6231,"SOGR",30,30,"SAGRA",1,30,30
6232,"SWR",30,30,"SONUA",1,30,30
6233,"SXN",30,30,"SONAKHAN",1,30,30
6234,"TABU",30,30,"TALABURU",1,30,30
6235,"TATA",30,30,"TATANAGAR JN   ",1,30,30
6236,"TGM",30,30,"TANGARMUNDA",1,30,30
6237,"TUX",30,30,"TUNIA",1,30,30
6238,"ABB",30,30,"ABADA",1,30,30
6239,"ADL",30,30,"ANDUL",1,30,30
6240,"AGV",30,30,"ANGUA",1,30,30
6241,"AMZ",30,30,"AMTA",1,30,30
6242,"APRD",30,30,"ASHAPURNA DEVI",1,30,30
6243,"ARD",30,30,"AMARDA ROAD",1,30,30
6244,"BAAR",30,30,"BANDAR PH",1,30,30
6245,"BAC",30,30,"BARGACHIA",1,30,30
6246,"BALT",30,30,"BALTIKURI JN.",1,30,30
6247,"BCK",30,30,"BALICHAK",1,30,30
6248,"BDPA",30,30,"BADALPUR PH",1,30,30
6249,"BGY",30,30,"BANGRIPOSI",1,30,30
6250,"BKNM",30,30,"BANKRA NAYABAJ",1,30,30
6251,"BLDA",30,30,"BELDA",1,30,30
6252,"BLS",30,30,"BALASORE",1,30,30
6253,"BNB",30,30,"BANSTOLA",1,30,30
6254,"BNBR",30,30,"BAHANAGA BAZAR",1,30,30
6255,"BOP",30,30,"BHOGPUR",1,30,30
6256,"BPE",30,30,"BENAPUR",1,30,30
6257,"BPO",30,30,"BARIPADA",1,30,30
6258,"BRDB",30,30,"BARDA",1,30,30
6259,"BSBP",30,30,"BIR SHIBPUR",1,30,30
6260,"BTQ",30,30,"BETNOTI",1,30,30
6261,"BTS",30,30,"BASTA",1,30,30
6262,"BVA",30,30,"BAURIA JN",1,30,30
6263,"BWO",30,30,"BURAMARA",1,30,30
6264,"BYSA",30,30,"BASULYASUTAHATA",1,30,30
6265,"BZN",30,30,"BAGNAN",1,30,30
6266,"CGA",30,30,"CHENGEL",1,30,30
6267,"CKU",30,30,"CHAKULIA",1,30,30
6268,"CSY",30,30,"COSSYE",1,30,30
6269,"DGHA",30,30,"DIGHA",1,30,30
6270,"DJR",30,30,"DOMJUR",1,30,30
6271,"DKB",30,30,"DAKSHIN BARI",1,30,30
6272,"DMJR",30,30,"DOMJUR ROAD",1,30,30
6273,"DNI",30,30,"DANSI",1,30,30
6274,"DNT",30,30,"DANTAN",1,30,30
6275,"DSNR",30,30,"DASHNAGAR",1,30,30
6276,"DSPN",30,30,"DESHAPRAN PH",1,30,30
6277,"DTE",30,30,"DEULTI",1,30,30
6278,"DUAN",30,30,"DUAN",1,30,30
6279,"DVM",30,30,"DALBHUMGARH",1,30,30
6280,"DZK",30,30,"DURGACHAK",1,30,30
6281,"DZKT",30,30,"DURGA CHAK TOWN",1,30,30
6282,"FLR",30,30,"PHULESWAR",1,30,30
6283,"GGTA",30,30,"GHORAGHATA",1,30,30
6284,"GII",30,30,"GIDNI",1,30,30
6285,"GKL",30,30,"GOKULPUR",1,30,30
6286,"GMDN",30,30,"GIRIMAIDAN",1,30,30
6287,"GTS",30,30,"GHATSILA",1,30,30
6288,"GUD",30,30,"GALUDIH",1,30,30
6289,"HAUR",30,30,"HAUR",1,30,30
6290,"HDC",30,30,"HARISHDADPUR  PH",1,30,30
6291,"HEN",30,30,"HENRIA PH",1,30,30
6292,"HIJ",30,30,"HIJILLI",1,30,30
6293,"HIP",30,30,"HALDIPADA",1,30,30
6294,"HLZ",30,30,"HALDIA",1,30,30
6295,"JER",30,30,"JALESWAR",1,30,30
6296,"JGM",30,30,"JHARGRAM",1,30,30
6297,"JLBR",30,30,"JHALLURBAR",1,30,30
6298,"JLI",30,30,"JALASI PH",1,30,30
6299,"JOL",30,30,"JOGAL",1,30,30
6300,"JPR",30,30,"JAKPUR",1,30,30
6301,"JRG",30,30,"JUGPURA",1,30,30
6302,"KATB",30,30,"KHATKURA PH",1,30,30
6303,"KATI",30,30,"KATHI",1,30,30
6304,"KCV",30,30,"KRISHNA CH PURA",1,30,30
6305,"KGP",30,30,"KHARAGPUR JN",1,30,30
6306,"KGY",30,30,"KULGACHIA",1,30,30
6307,"KHAI",30,30,"KHIRAI",1,30,30
6308,"KHF",30,30,"KHANTAPARA",1,30,30
6309,"KIG",30,30,"KOLAGHAT GOODS",1,30,30
6310,"KKPR",30,30,"KOKPARA",1,30,30
6311,"KKQ",30,30,"KALAIKUNDA",1,30,30
6312,"KNM",30,30,"KANIMAHULI PH",1,30,30
6313,"KONA",30,30,"KONA",1,30,30
6314,"KSBP",30,30,"KESHABPUR",1,30,30
6315,"KSO",30,30,"KHEMASULI",1,30,30
6316,"KUCE",30,30,"KUCHAI",1,30,30
6317,"LSGS",30,30,"LAVAN SATYAGRAHA SMARAK P.H",1,30,30
6318,"LXD",30,30,"LAKSHANNATH RD",1,30,30
6319,"MCA",30,30,"MECHEDA",1,30,30
6320,"MDC",30,30,"MAKARDAHA",1,30,30
6321,"MDN",30,30,"MIDNAPORE",1,30,30
6322,"MHLN",30,30,"MAHENDRALALNAGAR PH",1,30,30
6323,"MJH",30,30,"MAJU PH",1,30,30
6324,"MKO",30,30,"MARKONA",1,30,30
6325,"MNH",30,30,"MUNSHIRHAT PH",1,30,30
6326,"MPD",30,30,"MADPUR",1,30,30
6327,"MRGM",30,30,"MAURIGRAM",1,30,30
6328,"MSDL",30,30,"MAHISADAL",1,30,30
6329,"NALR",30,30,"NALPUR",1,30,30
6330,"NCN",30,30,"NACHINDA PH",1,30,30
6331,"NDGJ",30,30,"NANDAHGANJA",1,30,30
6332,"NDKR",30,30,"NANDAKUMAR PH",1,30,30
6333,"NGRD",30,30,"NILGIRI ROAD",1,30,30
6334,"NMBR",30,30,"N MAYURBHANJ RD",1,30,30
6335,"NPMR",30,30,"NARAYAN PAKURIA MURA",1,30,30
6336,"NPTY",30,30,"NPTY",1,30,30
6337,"NSI",30,30,"NIKURSINI",1,30,30
6338,"NYA",30,30,"NARAYANGARH",1,30,30
6339,"PDPK",30,30,"PADMAPUKAR",1,30,30
6340,"PKEO",30,30,"PKEO",1,30,30
6341,"PKU",30,30,"PANSKURA",1,30,30
6342,"PNPN",30,30,"PANPANA",1,30,30
6343,"PTHL",30,30,"Pantihal PH",1,30,30
6344,"RDU",30,30,"RADHAMOHANPUR",1,30,30
6345,"RGA",30,30,"RAJGODA",1,30,30
6346,"RGT",30,30,"RAJGHAT HALT",1,30,30
6347,"RGX",30,30,"RAGHUNATHBARI",1,30,30
6348,"RHE",30,30,"RAKHA MINES",1,30,30
6349,"RJLK",30,30,"RAJALUKAH",1,30,30
6350,"RMJ",30,30,"RAMRAJATALA",1,30,30
6351,"RMRB",30,30,"RAMNAGAR PH",1,30,30
6352,"RNTL",30,30,"RANITAL",1,30,30
6353,"ROP",30,30,"RUPSA JN",1,30,30
6354,"SEL",30,30,"SANKRALL",1,30,30
6355,"SHM",30,30,"SHALIMAR",1,30,30
6356,"SJPA",30,30,"SUJALPUR PH",1,30,30
6357,"SLPR",30,30,"SILPAPRABESH",1,30,30
6358,"SMCK",30,30,"SHYAM CHAK",1,30,30
6359,"SMTG",30,30,"SAHEED MATANGINI",1,30,30
6360,"SORO",30,30,"SORO",1,30,30
6361,"SRC",30,30,"SANTRAGACHI JN",1,30,30
6362,"SSPH",30,30,"Satish Samanta P.H.",1,30,30
6363,"STLB",30,30,"SITALAPUR PH",1,30,30
6364,"SUA",30,30,"SARDIHA",1,30,30
6365,"SZZ",30,30,"SABIRA",1,30,30
6366,"TKH",30,30,"THAKURTOTA",1,30,30
6367,"TKPL",30,30,"TIKIRAPAL HALT",1,30,30
6368,"TKRA",30,30,"TIKRA  PH",1,30,30
6369,"TMZ",30,30,"TAMLUK",1,30,30
6370,"TMZJ",30,30,"TMZJ",1,30,30
6371,"TPKR",30,30,"TIKIAPARA",1,30,30
6372,"ULB",30,30,"ULUBARIA",1,30,30
6373,"VKD",30,30,"BAKHRABAD",1,30,30
6374,"VZR",30,30,"BHANJPUR",1,30,30
6375,"AKZ",30,30,"AKASHI",1,30,30
6376,"AOR",30,30,"ARGORA",1,30,30
6377,"BANO",30,30,"BANO",1,30,30
6378,"BICI",30,30,"BARKICHANPI",1,30,30
6379,"BKDR",30,30,"BEGUNKODAR",1,30,30
6380,"BKKI",30,30,"BAKARKUDI",1,30,30
6381,"BKPR",30,30,"BAKASPUR",1,30,30
6382,"BLNG",30,30,"BARLANGA",1,30,30
6383,"BLRG",30,30,"BALASIRING",1,30,30
6384,"BRKP",30,30,"BARKIPONA",1,30,30
6385,"GAG",30,30,"GANGAGHAT",1,30,30
6386,"GATD",30,30,"GAUTAMDHARA",1,30,30
6387,"GBX",30,30,"GOVINDPUR ROAD",1,30,30
6388,"GDBR",30,30,"GOONDA BIHAR",1,30,30
6389,"GRE",30,30,"GOLA ROAD",1,30,30
6390,"HNSL",30,30,"HASLANG P.H.",1,30,30
6391,"HRBR",30,30,"HARUBERA",1,30,30
6392,"HTE",30,30,"HATIA          ",1,30,30
6393,"ILO",30,30,"ILLOO",1,30,30
6394,"IRN",30,30,"IRGAON",1,30,30
6395,"ITKY",30,30,"ITKY",1,30,30
6396,"JAA",30,30,"JHALIDA",1,30,30
6397,"JHMR",30,30,"JHIMRI",1,30,30
6398,"JON",30,30,"JONHA",1,30,30
6399,"KITA",30,30,"KITA",1,30,30
6400,"KNRN",30,30,"KANAROAN",1,30,30
6401,"KRKR",30,30,"KURKURA",1,30,30
6402,"KRRA",30,30,"KARRA",1,30,30
6403,"LAD",30,30,"LOHARDAGA",1,30,30
6404,"LOM",30,30,"LODHMA",1,30,30
6405,"LTMD",30,30,"LATEMDA",1,30,30
6406,"MAEL",30,30,"MAEL",1,30,30
6407,"MCZ",30,30,"MAHABUANG",1,30,30
6408,"MURI",30,30,"MURI",1,30,30
6409,"NJA",30,30,"NAGJUA",1,30,30
6410,"NKM",30,30,"NAMKON",1,30,30
6411,"NRKP",30,30,"NARKOPI",1,30,30
6412,"ORGA",30,30,"ORGA",1,30,30
6413,"PBB",30,30,"PARBATONIA",1,30,30
6414,"PIS",30,30,"PISKA",1,30,30
6415,"PKC",30,30,"PAKRA",1,30,30
6416,"PKF",30,30,"POKLA",1,30,30
6417,"RMT",30,30,"RAMGARH CANT",1,30,30
6418,"RNC",30,30,"RANCHI",1,30,30
6419,"SLF",30,30,"SILLI",1,30,30
6420,"SND",30,30,"SONDIMRA",1,30,30
6421,"SSIA",30,30,"SUISA",1,30,30
6422,"TATI",30,30,"TATI",1,30,30
6423,"TGB",30,30,"TANGARBASULI",1,30,30
6424,"THO",30,30,"TULIN",1,30,30
6425,"TIS",30,30,"TATISILWAI",1,30,30
6426,"TRAN",30,30,"TORANG",1,30,30
6427,"TUL",30,30,"TIRALDIH",1,30,30
6428,"AB",30,30,"AMBUR",1,30,30
6429,"ABU",30,30,"AMBATTUR",1,30,30
6430,"AIP",30,30,"ATTIPPATTU",1,30,30
6431,"AIPP",30,30,"Attipattu Pudu Nagar.H",1,30,30
6432,"AJJ",30,30,"ARAKKONAM",1,30,30
6433,"AJJN",30,30,"AROKONAM JN. NORTH B",1,30,30
6434,"AKAT",30,30,"AKKAMPET",1,30,30
6435,"AKM",30,30,"ARAMBAKKAM",1,30,30
6436,"ANNR",30,30,"ANNANUR",1,30,30
6437,"APB",30,30,"ANUPPAMBATTU",1,30,30
6438,"AVD",30,30,"AVADI",1,30,30
6439,"AVN",30,30,"ANAVARDIKHANPET",1,30,30
6440,"BBQ",30,30,"BASIN BRIDGE JN",1,30,30
6441,"CGL",30,30,"CHENGALPATTU",1,30,30
6442,"CJ",30,30,"KANCHIPURAM",1,30,30
6443,"CMP",30,30,"CHROMEPET",1,30,30
6444,"CTM",30,30,"KATTANGULATTUR",1,30,30
6445,"CTRE",30,30,"CHITTERI",1,30,30
6446,"DVR",30,30,"DORAVART CHTRAM",1,30,30
6447,"EGT",30,30,"EGATTUR HALT",1,30,30
6448,"EKM",30,30,"EKAMBARAKUPPAN HALT",1,30,30
6449,"ELR",30,30,"ELAVUR",1,30,30
6450,"ENR",30,30,"ENNORE",1,30,30
6451,"GDY",30,30,"GUINDY",1,30,30
6452,"GI",30,30,"GUDUVANCHERI",1,30,30
6453,"GPD",30,30,"GUMMIDIPUNDI",1,30,30
6454,"GYM",30,30,"GUDIYATTAM",1,30,30
6455,"HC",30,30,"HINDU COLLEGE",1,30,30
6456,"JTJ",30,30,"JOLARPETTAI",1,30,30
6457,"KAVM",30,30,"KATHIVAKKAM",1,30,30
6458,"KBT",30,30,"KADAMBATTUR",1,30,30
6459,"KDY",30,30,"KETTANDAPATTI",1,30,30
6460,"KGZ",30,30,"KARUNGUZHI",1,30,30
6461,"KOK",30,30,"KORUKKUPET JN",1,30,30
6462,"KOTR",30,30,"KORATTUR",1,30,30
6463,"KPD",30,30,"KATPADI JN",1,30,30
6464,"KVN",30,30,"KAVANUR",1,30,30
6465,"KVP",30,30,"KAVARAIPPETTAI",1,30,30
6466,"LTI",30,30,"LATTERI",1,30,30
6467,"MAF",30,30,"MANUR",1,30,30
6468,"MAS",30,30,"CHENNAI CENTRAL",1,30,30
6469,"MBM",30,30,"MAMBALAM",1,30,30
6470,"MCN",30,30,"MUKUNDARAYAPURM",1,30,30
6471,"MDVE",30,30,"MAHENDRA VADI",1,30,30
6472,"MEH",30,30,"MELALATHUR",1,30,30
6473,"MJR",30,30,"MINJUR",1,30,30
6474,"MKK",30,30,"KODAMBAKAM",1,30,30
6475,"MLMR",30,30,"MELMARUVATTUR",1,30,30
6476,"MLPM",30,30,"MELPAKKAM",1,30,30
6477,"MMCC",30,30,"Moor Market",1,30,30
6478,"MMK",30,30,"MADURANTAKAM",1,30,30
6479,"MN",30,30,"MINAMBAKKAM",1,30,30
6480,"MPI",30,30,"MELPATTI",1,30,30
6481,"MPK",30,30,"CHENNAI PARK",1,30,30
6482,"MS",30,30,"CHENNAI EGMORE",1,30,30
6483,"MSB",30,30,"CHENNAI BEACH",1,30,30
6484,"MSC",30,30,"CHENNAI CHETPAT",1,30,30
6485,"MSF",30,30,"CHENNAI FORT",1,30,30
6486,"MSU",30,30,"MOSUR",1,30,30
6487,"MTL",30,30,"MAILAM",1,30,30
6488,"MTMY",30,30,"TIRUMAILAI",1,30,30
6489,"MYP",30,30,"MUNDILYAMPAKKAM",1,30,30
6490,"NBK",30,30,"NUNGAMBAKKAM",1,30,30
6491,"NG",30,30,"NAGARI",1,30,30
6492,"NPKM",30,30,"NANDIYAMPAKKAM",1,30,30
6493,"NYP",30,30,"NAYADUPETA",1,30,30
6494,"ODUR",30,30,"ODUR",1,30,30
6495,"OLA",30,30,"OLAKUR",1,30,30
6496,"OV",30,30,"OTIVAKKAM",1,30,30
6497,"PALR",30,30,"PALUR",1,30,30
6498,"PCKM",30,30,"PACHACHAKUPAM",1,30,30
6499,"PEI",30,30,"PERANI",1,30,30
6500,"PEL",30,30,"POLIREDDIPALEM",1,30,30
6501,"PER",30,30,"PERAMBUR",1,30,30
6502,"PLMG",30,30,"PULIYAMANGALAM",1,30,30
6503,"POI",30,30,"PONPADI",1,30,30
6504,"PON",30,30,"PONNERI",1,30,30
6505,"PRES",30,30,"PATTABIRAM EAST CABI",1,30,30
6506,"PRWS",30,30,"PATTABIRAM WEST CABI",1,30,30
6507,"PTLR",30,30,"Putlur Halt",1,30,30
6508,"PTMS",30,30,"PATTAPIRAM MILITARY SDG  AVADI",1,30,30
6509,"PUDI",30,30,"PUDI",1,30,30
6510,"PUT",30,30,"PUTTUR",1,30,30
6511,"PV",30,30,"PALLAVARAM",1,30,30
6512,"PVM",30,30,"PATTARAVKKAM",1,30,30
6513,"PYA",30,30,"PEDAPARIYA",1,30,30
6514,"PZA",30,30,"PALAVANTHANGAL",1,30,30
6515,"RPM",30,30,"ROYAPURAM",1,30,30
6516,"SHU",30,30,"SHOLINGHUR",1,30,30
6517,"SKL",30,30,"SINGAPERUMLKOIL",1,30,30
6518,"SP",30,30,"SAIDAPET",1,30,30
6519,"SPAM",30,30,"S PANAMBAKKAM",1,30,30
6520,"SPE",30,30,"SULLURUPETA",1,30,30
6521,"STM",30,30,"ST THOMAS MOUNT",1,30,30
6522,"SVF",30,30,"SRI VENKATAPERUMAL R",1,30,30
6523,"SVR",30,30,"SEVVAPET ROAD",1,30,30
6524,"SVUR",30,30,"SEVUR",1,30,30
6525,"TADA",30,30,"TADA",1,30,30
6526,"TBM",30,30,"TAMBARAM",1,30,30
6527,"TBMS",30,30,"TAMBARAM SNTRM",1,30,30
6528,"TDK",30,30,"TADUKU",1,30,30
6529,"THL",30,30,"TIRUVALAM",1,30,30
6530,"TI",30,30,"TIRUNINRAVUR",1,30,30
6531,"TLM",30,30,"TRISULAM",1,30,30
6532,"TMLP",30,30,"TIRUMALPUR",1,30,30
6533,"TMV",30,30,"TINDIVANAM",1,30,30
6534,"TMVL",30,30,"Tirumullaivayil",1,30,30
6535,"TNP",30,30,"TONDIARPET",1,30,30
6536,"TO",30,30,"TTIRUVALANGADU",1,30,30
6537,"TRL",30,30,"TIRUVALLUR",1,30,30
6538,"TRT",30,30,"TIRUTTANI",1,30,30
6539,"TUG",30,30,"THALANGAI",1,30,30
6540,"TVT",30,30,"TIRUVOTTIYUR",1,30,30
6541,"TZD",30,30,"TOZHUPPEDU",1,30,30
6542,"VDR",30,30,"VANDALUR",1,30,30
6543,"VEU",30,30,"VEPPAMPATTU",1,30,30
6544,"VGA",30,30,"VEPAGUNTA",1,30,30
6545,"VGM",30,30,"VINNAMANGALAM",1,30,30
6546,"VKZ",30,30,"V N RAJUVARIPTA",1,30,30
6547,"VLCY",30,30,"Velacherry",1,30,30
6548,"VLK",30,30,"VILLIVAKKAM",1,30,30
6549,"VLT",30,30,"VALATHOOR",1,30,30
6550,"VN",30,30,"VANIYAMBADI",1,30,30
6551,"VPY",30,30,"VYASARPADI",1,30,30
6552,"VVN",30,30,"VIKRAVANDI",1,30,30
6553,"WCN",30,30,"WIMCO NAGAR",1,30,30
6554,"WJ",30,30,"WALAJABAD",1,30,30
6555,"WJR",30,30,"WALAJAH ROAD JN",1,30,30
6556,"WST",30,30,"WASHERMANPET",1,30,30
6557,"ABI",30,30,"AMBATURAI",1,30,30
6558,"ANY",30,30,"ARUMUGANERI",1,30,30
6559,"API",30,30,"AKKARAIPPATTI",1,30,30
6560,"APK",30,30,"ARUPPUKKOTTAI",1,30,30
6561,"ASD",30,30,"AMBASAMUDRAM",1,30,30
6562,"AVS",30,30,"AUVANESWSAREM",1,30,30
6563,"AWT",30,30,"ALWAR TIRUNAGRI",1,30,30
6564,"AYR",30,30,"AYYALUR",1,30,30
6565,"AZK",30,30,"AZHWARKURICHI",1,30,30
6566,"CHPT",30,30,"CHATRAPPATTI",1,30,30
6567,"CII",30,30,"CHETTIYAPATTI",1,30,30
6568,"CTND",30,30,"CHETTINAD",1,30,30
6569,"CTPE",30,30,"CHANDANATTOP HALT",1,30,30
6570,"CVP",30,30,"KOVILPATTI",1,30,30
6571,"DG",30,30,"DINDIGUL JN",1,30,30
6572,"DKO",30,30,"DEVAKOTTAI ROAD",1,30,30
6573,"EKN",30,30,"EZHUKONE",1,30,30
6574,"GDN",30,30,"GANGAIKONDAN",1,30,30
6575,"GMGM",30,30,"GOMANGALAM",1,30,30
6576,"ILA",30,30,"SILSIMAN",1,30,30
6577,"KAL",30,30,"KALLAI",1,30,30
6578,"KARK",30,30,"KARAIKKURICHI",1,30,30
6579,"KCHV",30,30,"KACHCHANVILAI",1,30,30
6580,"KDNL",30,30,"KADAYNALLUR",1,30,30
6581,"KDU",30,30,"KADAMBUR",1,30,30
6582,"KFC",30,30,"KALPATTICHATRAM",1,30,30
6583,"KFV",30,30,"KUNDARA EAST",1,30,30
6584,"KGD",30,30,"KALLIGUDI",1,30,30
6585,"KIB",30,30,"KIZHA AMBUR",1,30,30
6586,"KIC",30,30,"KALLIDAIKURICHI",1,30,30
6587,"KIF",30,30,"KURI",1,30,30
6588,"KKDI",30,30,"KARAIKKUDI JN",1,30,30
6589,"KKY",30,30,"KILA KADAIYAM",1,30,30
6590,"KKZ",30,30,"KOTTARAKARA",1,30,30
6591,"KLPM",30,30,"KAILASAPURAM",1,30,30
6592,"KLQ",30,30,"KILIKOLLUR",1,30,30
6593,"KLS",30,30,"KOLATUR",1,30,30
6594,"KON",30,30,"KUDAL NAGAR",1,30,30
6595,"KPM",30,30,"KUMARAPURAM",1,30,30
6596,"KQN",30,30,"KODAIKANAL ROAD",1,30,30
6597,"KRMG",30,30,"KUMARAMANGALAM",1,30,30
6598,"KRUR",30,30,"KEERANUR",1,30,30
6599,"KTYR",30,30,"KOTTAIYUR",1,30,30
6600,"KUV",30,30,"KUNDARA",1,30,30
6601,"KYR",30,30,"KARUPPATTI",1,30,30
6602,"KYZ",30,30,"KIZHA PULIYUR",1,30,30
6603,"KZB",30,30,"KURUMBUR",1,30,30
6604,"KZY",30,30,"KAYALPATTINAM",1,30,30
6605,"MC",30,30,"MANDAPAM CAMP",1,30,30
6606,"MDKM",30,30,"MADATTUKULAM",1,30,30
6607,"MDU",30,30,"MADURAI JN",1,30,30
6608,"MEJ",30,30,"MANIYACHCHI JN",1,30,30
6609,"MEKM",30,30,"MELAKKONNAKKULM",1,30,30
6610,"MES",30,30,"MADURAI EAST",1,30,30
6611,"MMM",30,30,"MANDAPAM",1,30,30
6612,"MNM",30,30,"MANAMADURAI JN",1,30,30
6613,"MPA",30,30,"MANAPARAI",1,30,30
6614,"MTE",30,30,"METTUR",1,30,30
6615,"MVN",30,30,"MILAVITTAN",1,30,30
6616,"MVRD",30,30,"MAIVADI ROAD",1,30,30
6617,"NKK",30,30,"NARIKKUDI",1,30,30
6618,"NLL",30,30,"NALLI",1,30,30
6619,"NMN",30,30,"NAMANASAMUDRAM",1,30,30
6620,"NRK",30,30,"NARAIKKINAR",1,30,30
6621,"NTM",30,30,"NARTHAMALAI",1,30,30
6622,"NZT",30,30,"NAZARETH",1,30,30
6623,"ODC",30,30,"ODDAM HATRAM",1,30,30
6624,"PBKS",30,30,"PMBAKVL SHANDY",1,30,30
6625,"PBM",30,30,"PAMBAN JN",1,30,30
6626,"PCM",30,30,"PAVURCHUTRAM",1,30,30
6627,"PCO",30,30,"PALAYANKOTTAI",1,30,30
6628,"PDKT",30,30,"PUDUKKOTTAI",1,30,30
6629,"PEA",30,30,"PETTAI",1,30,30
6630,"PLNI",30,30,"PALANI",1,30,30
6631,"PMK",30,30,"PARAMAKKUDI",1,30,30
6632,"PNGI",30,30,"PANANGUDI",1,30,30
6633,"PPTR",30,30,"PUSHPATTUR",1,30,30
6634,"PUG",30,30,"PUNGGUDI",1,30,30
6635,"PUU",30,30,"PUNALUR",1,30,30
6636,"RAGM",30,30,"RAJAGAMBIRAM",1,30,30
